created_at,price_usd,cogs_usd
"2014-01-03 13:13:54",49.99,19.49
"2014-01-03 13:47:51",45.99,14.49
"2014-01-03 14:01:54",95.98,33.98
"2014-01-03 14:02:08",45.99,14.49
"2014-01-03 14:16:41",49.99,19.49
"2014-01-03 15:15:00",45.99,14.49
"2014-01-03 15:59:35",49.99,19.49
"2014-01-03 16:27:10",49.99,19.49
"2014-01-03 16:35:07",45.99,14.49
"2014-01-03 17:32:02",49.99,19.49
"2014-01-03 17:34:13",59.99,22.49
"2014-01-03 18:02:32",49.99,19.49
"2014-01-03 18:34:25",49.99,19.49
"2014-01-03 19:13:19",49.99,19.49
"2014-01-03 22:35:15",95.98,33.98
"2014-01-04 08:08:25",49.99,19.49
"2014-01-04 08:37:54",49.99,19.49
"2014-01-04 09:42:17",49.99,19.49
"2014-01-04 13:46:28",49.99,19.49
"2014-01-04 15:11:29",49.99,19.49
"2014-01-04 16:08:38",49.99,19.49
"2014-01-04 18:00:23",49.99,19.49
"2014-01-04 19:21:23",49.99,19.49
"2014-01-04 19:28:47",49.99,19.49
"2014-01-04 21:43:03",49.99,19.49
"2014-01-04 22:15:45",105.98,36.98
"2014-01-04 23:16:24",49.99,19.49
"2014-01-05 01:46:30",49.99,19.49
"2014-01-05 01:58:06",49.99,19.49
"2014-01-05 06:54:02",59.99,22.49
"2014-01-05 07:09:13",59.99,22.49
"2014-01-05 10:38:47",45.99,14.49
"2014-01-05 11:03:25",49.99,19.49
"2014-01-05 11:06:48",45.99,14.49
"2014-01-05 11:12:14",59.99,22.49
"2014-01-05 11:52:39",49.99,19.49
"2014-01-05 13:06:55",49.99,19.49
"2014-01-05 13:53:48",49.99,19.49
"2014-01-05 14:25:41",49.99,19.49
"2014-01-05 14:32:34",49.99,19.49
"2014-01-05 15:51:36",95.98,33.98
"2014-01-05 16:48:06",49.99,19.49
"2014-01-05 22:25:24",49.99,19.49
"2014-01-05 22:46:27",49.99,19.49
"2014-01-06 03:25:24",49.99,19.49
"2014-01-06 03:46:23",59.99,22.49
"2014-01-06 06:56:23",49.99,19.49
"2014-01-06 07:01:26",49.99,19.49
"2014-01-06 07:54:37",45.99,14.49
"2014-01-06 08:04:13",49.99,19.49
"2014-01-06 08:17:32",59.99,22.49
"2014-01-06 09:44:00",49.99,19.49
"2014-01-06 10:00:49",49.99,19.49
"2014-01-06 10:11:21",59.99,22.49
"2014-01-06 10:26:58",59.99,22.49
"2014-01-06 10:51:46",49.99,19.49
"2014-01-06 11:43:30",45.99,14.49
"2014-01-06 13:17:39",49.99,19.49
"2014-01-06 13:53:36",49.99,19.49
"2014-01-06 14:12:46",49.99,19.49
"2014-01-06 14:25:24",95.98,33.98
"2014-01-06 14:37:43",49.99,19.49
"2014-01-06 15:01:17",45.99,14.49
"2014-01-06 15:56:44",49.99,19.49
"2014-01-06 16:50:29",49.99,19.49
"2014-01-06 17:14:42",49.99,19.49
"2014-01-06 17:34:39",49.99,19.49
"2014-01-06 19:00:29",49.99,19.49
"2014-01-06 20:19:02",59.99,22.49
"2014-01-06 21:54:57",45.99,14.49
"2014-01-06 22:16:08",109.98,41.98
"2014-01-06 23:28:21",59.99,22.49
"2014-01-07 01:03:10",49.99,19.49
"2014-01-07 03:13:53",49.99,19.49
"2014-01-07 03:42:22",49.99,19.49
"2014-01-07 04:01:14",49.99,19.49
"2014-01-07 07:05:19",49.99,19.49
"2014-01-07 07:42:37",49.99,19.49
"2014-01-07 07:54:52",49.99,19.49
"2014-01-07 08:19:41",49.99,19.49
"2014-01-07 08:21:55",49.99,19.49
"2014-01-07 08:36:06",49.99,19.49
"2014-01-07 09:07:01",49.99,19.49
"2014-01-07 09:11:02",49.99,19.49
"2014-01-07 09:47:11",105.98,36.98
"2014-01-07 11:17:46",49.99,19.49
"2014-01-07 12:12:38",59.99,22.49
"2014-01-07 12:35:56",49.99,19.49
"2014-01-07 12:37:24",109.98,41.98
"2014-01-07 12:43:40",49.99,19.49
"2014-01-07 12:47:00",49.99,19.49
"2014-01-07 13:32:46",95.98,33.98
"2014-01-07 14:30:43",49.99,19.49
"2014-01-07 14:56:30",95.98,33.98
"2014-01-07 15:00:32",95.98,33.98
"2014-01-07 15:21:56",49.99,19.49
"2014-01-07 17:41:26",49.99,19.49
"2014-01-07 17:55:14",49.99,19.49
"2014-01-07 18:24:51",49.99,19.49
"2014-01-07 18:59:42",109.98,41.98
"2014-01-07 19:48:00",49.99,19.49
"2014-01-07 22:45:53",49.99,19.49
"2014-01-08 00:18:11",49.99,19.49
"2014-01-08 00:27:16",49.99,19.49
"2014-01-08 00:27:59",49.99,19.49
"2014-01-08 02:22:04",45.99,14.49
"2014-01-08 04:23:17",49.99,19.49
"2014-01-08 04:48:26",49.99,19.49
"2014-01-08 05:32:50",59.99,22.49
"2014-01-08 06:09:01",59.99,22.49
"2014-01-08 06:53:57",49.99,19.49
"2014-01-08 07:40:55",49.99,19.49
"2014-01-08 07:43:08",49.99,19.49
"2014-01-08 08:01:59",59.99,22.49
"2014-01-08 09:06:54",49.99,19.49
"2014-01-08 09:22:05",49.99,19.49
"2014-01-08 09:22:44",45.99,14.49
"2014-01-08 09:47:45",49.99,19.49
"2014-01-08 10:01:14",49.99,19.49
"2014-01-08 10:20:59",109.98,41.98
"2014-01-08 11:13:05",49.99,19.49
"2014-01-08 11:58:05",45.99,14.49
"2014-01-08 14:16:48",45.99,14.49
"2014-01-08 14:40:53",59.99,22.49
"2014-01-08 15:02:59",59.99,22.49
"2014-01-08 15:27:21",49.99,19.49
"2014-01-08 16:24:34",49.99,19.49
"2014-01-08 16:45:45",45.99,14.49
"2014-01-08 17:02:19",49.99,19.49
"2014-01-08 19:55:02",45.99,14.49
"2014-01-08 20:11:14",49.99,19.49
"2014-01-08 21:57:31",49.99,19.49
"2014-01-09 03:32:05",49.99,19.49
"2014-01-09 06:05:30",49.99,19.49
"2014-01-09 06:15:45",45.99,14.49
"2014-01-09 07:27:50",49.99,19.49
"2014-01-09 09:21:35",95.98,33.98
"2014-01-09 09:55:03",109.98,41.98
"2014-01-09 10:52:59",49.99,19.49
"2014-01-09 10:59:10",49.99,19.49
"2014-01-09 11:23:49",49.99,19.49
"2014-01-09 11:46:48",49.99,19.49
"2014-01-09 12:01:32",45.99,14.49
"2014-01-09 12:23:22",45.99,14.49
"2014-01-09 12:24:06",45.99,14.49
"2014-01-09 12:44:56",49.99,19.49
"2014-01-09 13:08:51",59.99,22.49
"2014-01-09 13:30:43",95.98,33.98
"2014-01-09 13:33:15",49.99,19.49
"2014-01-09 13:54:51",49.99,19.49
"2014-01-09 14:14:01",49.99,19.49
"2014-01-09 14:50:51",49.99,19.49
"2014-01-09 14:57:58",49.99,19.49
"2014-01-09 15:39:52",49.99,19.49
"2014-01-09 16:02:17",49.99,19.49
"2014-01-09 16:22:04",49.99,19.49
"2014-01-09 19:59:36",109.98,41.98
"2014-01-09 20:04:51",49.99,19.49
"2014-01-09 20:39:19",49.99,19.49
"2014-01-09 21:11:51",49.99,19.49
"2014-01-09 21:14:46",49.99,19.49
"2014-01-09 21:50:07",49.99,19.49
"2014-01-09 22:15:40",59.99,22.49
"2014-01-09 23:54:43",49.99,19.49
"2014-01-10 00:10:03",45.99,14.49
"2014-01-10 04:15:41",49.99,19.49
"2014-01-10 05:01:49",49.99,19.49
"2014-01-10 05:18:00",59.99,22.49
"2014-01-10 06:47:10",49.99,19.49
"2014-01-10 07:06:03",49.99,19.49
"2014-01-10 07:09:55",49.99,19.49
"2014-01-10 07:12:46",49.99,19.49
"2014-01-10 07:16:56",95.98,33.98
"2014-01-10 08:07:30",95.98,33.98
"2014-01-10 08:37:12",59.99,22.49
"2014-01-10 09:10:36",49.99,19.49
"2014-01-10 09:23:30",95.98,33.98
"2014-01-10 09:38:44",49.99,19.49
"2014-01-10 10:06:43",49.99,19.49
"2014-01-10 10:28:38",49.99,19.49
"2014-01-10 11:31:47",95.98,33.98
"2014-01-10 11:33:49",59.99,22.49
"2014-01-10 11:56:51",109.98,41.98
"2014-01-10 11:59:04",109.98,41.98
"2014-01-10 12:19:01",45.99,14.49
"2014-01-10 12:34:32",49.99,19.49
"2014-01-10 12:43:13",49.99,19.49
"2014-01-10 12:57:07",109.98,41.98
"2014-01-10 12:58:25",49.99,19.49
"2014-01-10 13:05:23",49.99,19.49
"2014-01-10 13:15:08",49.99,19.49
"2014-01-10 13:19:27",95.98,33.98
"2014-01-10 13:49:13",49.99,19.49
"2014-01-10 14:26:19",49.99,19.49
"2014-01-10 14:50:22",49.99,19.49
"2014-01-10 14:53:11",49.99,19.49
"2014-01-10 18:23:37",49.99,19.49
"2014-01-10 21:11:29",49.99,19.49
"2014-01-10 21:33:21",45.99,14.49
"2014-01-10 22:01:53",105.98,36.98
"2014-01-10 23:45:09",49.99,19.49
"2014-01-11 03:53:28",95.98,33.98
"2014-01-11 04:37:07",49.99,19.49
"2014-01-11 07:55:08",49.99,19.49
"2014-01-11 08:10:06",49.99,19.49
"2014-01-11 08:17:42",49.99,19.49
"2014-01-11 08:20:44",59.99,22.49
"2014-01-11 08:34:14",49.99,19.49
"2014-01-11 09:28:32",49.99,19.49
"2014-01-11 10:59:27",59.99,22.49
"2014-01-11 11:18:33",49.99,19.49
"2014-01-11 11:31:27",49.99,19.49
"2014-01-11 11:39:27",49.99,19.49
"2014-01-11 13:53:46",49.99,19.49
"2014-01-11 14:54:45",49.99,19.49
"2014-01-11 16:52:29",49.99,19.49
"2014-01-11 17:23:51",95.98,33.98
"2014-01-11 17:59:14",95.98,33.98
"2014-01-11 20:21:53",49.99,19.49
"2014-01-11 23:35:17",45.99,14.49
"2014-01-12 03:19:33",49.99,19.49
"2014-01-12 04:35:18",49.99,19.49
"2014-01-12 05:26:46",49.99,19.49
"2014-01-12 05:55:43",49.99,19.49
"2014-01-12 07:07:12",49.99,19.49
"2014-01-12 09:01:28",49.99,19.49
"2014-01-12 12:14:26",49.99,19.49
"2014-01-12 12:54:49",49.99,19.49
"2014-01-12 12:55:00",49.99,19.49
"2014-01-12 13:06:25",49.99,19.49
"2014-01-12 13:12:08",45.99,14.49
"2014-01-12 17:12:24",49.99,19.49
"2014-01-12 19:17:20",49.99,19.49
"2014-01-12 19:44:40",49.99,19.49
"2014-01-12 21:36:12",49.99,19.49
"2014-01-12 22:45:48",49.99,19.49
"2014-01-12 23:20:04",49.99,19.49
"2014-01-12 23:22:24",59.99,22.49
"2014-01-13 00:30:55",49.99,19.49
"2014-01-13 01:24:59",49.99,19.49
"2014-01-13 01:31:28",49.99,19.49
"2014-01-13 02:56:44",49.99,19.49
"2014-01-13 04:12:26",49.99,19.49
"2014-01-13 04:27:49",59.99,22.49
"2014-01-13 04:51:39",109.98,41.98
"2014-01-13 05:46:04",59.99,22.49
"2014-01-13 06:12:52",49.99,19.49
"2014-01-13 06:46:43",49.99,19.49
"2014-01-13 07:47:44",49.99,19.49
"2014-01-13 08:13:12",49.99,19.49
"2014-01-13 08:43:19",45.99,14.49
"2014-01-13 09:14:51",49.99,19.49
"2014-01-13 09:35:44",49.99,19.49
"2014-01-13 09:39:07",49.99,19.49
"2014-01-13 10:07:29",95.98,33.98
"2014-01-13 10:43:06",49.99,19.49
"2014-01-13 11:17:18",49.99,19.49
"2014-01-13 11:20:48",49.99,19.49
"2014-01-13 11:35:15",49.99,19.49
"2014-01-13 11:37:42",49.99,19.49
"2014-01-13 11:56:33",49.99,19.49
"2014-01-13 12:12:40",49.99,19.49
"2014-01-13 12:22:22",95.98,33.98
"2014-01-13 13:04:19",49.99,19.49
"2014-01-13 13:30:17",49.99,19.49
"2014-01-13 14:30:03",49.99,19.49
"2014-01-13 14:36:30",49.99,19.49
"2014-01-13 14:56:08",49.99,19.49
"2014-01-13 15:01:38",49.99,19.49
"2014-01-13 15:03:04",49.99,19.49
"2014-01-13 16:46:35",49.99,19.49
"2014-01-13 16:55:20",109.98,41.98
"2014-01-13 17:15:11",59.99,22.49
"2014-01-13 17:28:46",49.99,19.49
"2014-01-13 18:30:25",49.99,19.49
"2014-01-13 18:44:40",49.99,19.49
"2014-01-13 19:34:22",45.99,14.49
"2014-01-13 21:14:22",45.99,14.49
"2014-01-13 23:14:00",49.99,19.49
"2014-01-14 01:30:04",49.99,19.49
"2014-01-14 04:22:12",49.99,19.49
"2014-01-14 06:19:43",59.99,22.49
"2014-01-14 06:22:20",59.99,22.49
"2014-01-14 06:43:50",95.98,33.98
"2014-01-14 07:51:29",49.99,19.49
"2014-01-14 08:05:01",49.99,19.49
"2014-01-14 08:55:39",49.99,19.49
"2014-01-14 09:03:33",49.99,19.49
"2014-01-14 09:35:10",49.99,19.49
"2014-01-14 09:36:52",49.99,19.49
"2014-01-14 09:46:03",59.99,22.49
"2014-01-14 10:03:51",45.99,14.49
"2014-01-14 10:31:58",95.98,33.98
"2014-01-14 10:52:55",49.99,19.49
"2014-01-14 11:01:28",59.99,22.49
"2014-01-14 11:06:18",109.98,41.98
"2014-01-14 11:21:03",49.99,19.49
"2014-01-14 11:51:50",49.99,19.49
"2014-01-14 12:02:48",49.99,19.49
"2014-01-14 12:29:14",59.99,22.49
"2014-01-14 12:46:23",59.99,22.49
"2014-01-14 13:38:38",59.99,22.49
"2014-01-14 13:46:57",59.99,22.49
"2014-01-14 13:57:48",49.99,19.49
"2014-01-14 13:58:01",49.99,19.49
"2014-01-14 14:42:39",59.99,22.49
"2014-01-14 15:39:54",49.99,19.49
"2014-01-14 16:12:18",95.98,33.98
"2014-01-14 16:22:34",49.99,19.49
"2014-01-14 16:40:15",49.99,19.49
"2014-01-14 16:50:08",49.99,19.49
"2014-01-14 16:57:17",49.99,19.49
"2014-01-14 18:54:21",49.99,19.49
"2014-01-14 19:36:57",49.99,19.49
"2014-01-14 21:21:14",49.99,19.49
"2014-01-15 05:58:18",49.99,19.49
"2014-01-15 06:06:23",45.99,14.49
"2014-01-15 06:32:38",59.99,22.49
"2014-01-15 08:18:33",109.98,41.98
"2014-01-15 08:39:36",59.99,22.49
"2014-01-15 08:53:51",49.99,19.49
"2014-01-15 09:24:39",49.99,19.49
"2014-01-15 09:56:55",109.98,41.98
"2014-01-15 10:09:34",49.99,19.49
"2014-01-15 10:15:22",109.98,41.98
"2014-01-15 11:24:03",49.99,19.49
"2014-01-15 11:51:33",59.99,22.49
"2014-01-15 12:15:10",49.99,19.49
"2014-01-15 13:13:03",49.99,19.49
"2014-01-15 13:20:27",49.99,19.49
"2014-01-15 13:32:44",49.99,19.49
"2014-01-15 13:45:50",59.99,22.49
"2014-01-15 14:10:32",49.99,19.49
"2014-01-15 14:47:54",49.99,19.49
"2014-01-15 15:16:01",45.99,14.49
"2014-01-15 15:59:12",95.98,33.98
"2014-01-15 16:10:13",49.99,19.49
"2014-01-15 16:11:10",49.99,19.49
"2014-01-15 16:22:23",49.99,19.49
"2014-01-15 16:53:21",49.99,19.49
"2014-01-15 17:25:19",109.98,41.98
"2014-01-15 17:44:41",49.99,19.49
"2014-01-15 17:54:05",49.99,19.49
"2014-01-15 18:43:59",49.99,19.49
"2014-01-15 20:08:20",95.98,33.98
"2014-01-16 03:14:52",49.99,19.49
"2014-01-16 04:28:26",49.99,19.49
"2014-01-16 06:14:37",49.99,19.49
"2014-01-16 07:08:53",45.99,14.49
"2014-01-16 08:48:49",49.99,19.49
"2014-01-16 08:55:05",95.98,33.98
"2014-01-16 09:07:20",59.99,22.49
"2014-01-16 09:08:12",59.99,22.49
"2014-01-16 09:46:18",49.99,19.49
"2014-01-16 10:32:09",45.99,14.49
"2014-01-16 10:39:26",59.99,22.49
"2014-01-16 10:57:19",49.99,19.49
"2014-01-16 12:05:14",45.99,14.49
"2014-01-16 13:02:25",49.99,19.49
"2014-01-16 14:11:58",49.99,19.49
"2014-01-16 14:22:15",95.98,33.98
"2014-01-16 14:26:42",45.99,14.49
"2014-01-16 14:48:14",45.99,14.49
"2014-01-16 14:48:27",49.99,19.49
"2014-01-16 15:04:27",49.99,19.49
"2014-01-16 15:15:02",59.99,22.49
"2014-01-16 15:15:47",49.99,19.49
"2014-01-16 15:25:35",59.99,22.49
"2014-01-16 15:37:42",109.98,41.98
"2014-01-16 16:47:56",109.98,41.98
"2014-01-16 19:19:19",95.98,33.98
"2014-01-16 20:08:17",49.99,19.49
"2014-01-16 20:19:03",45.99,14.49
"2014-01-16 20:47:53",49.99,19.49
"2014-01-16 21:12:28",49.99,19.49
"2014-01-16 21:13:31",45.99,14.49
"2014-01-16 21:52:57",59.99,22.49
"2014-01-16 22:11:38",49.99,19.49
"2014-01-17 00:22:46",49.99,19.49
"2014-01-17 02:22:00",49.99,19.49
"2014-01-17 02:41:43",49.99,19.49
"2014-01-17 03:24:21",109.98,41.98
"2014-01-17 04:08:45",59.99,22.49
"2014-01-17 06:30:48",49.99,19.49
"2014-01-17 06:33:45",49.99,19.49
"2014-01-17 07:01:45",59.99,22.49
"2014-01-17 09:12:49",59.99,22.49
"2014-01-17 09:12:50",59.99,22.49
"2014-01-17 09:55:47",49.99,19.49
"2014-01-17 09:56:22",49.99,19.49
"2014-01-17 10:56:25",45.99,14.49
"2014-01-17 11:06:56",49.99,19.49
"2014-01-17 11:28:01",45.99,14.49
"2014-01-17 11:29:09",49.99,19.49
"2014-01-17 11:37:17",59.99,22.49
"2014-01-17 11:38:16",59.99,22.49
"2014-01-17 12:20:44",49.99,19.49
"2014-01-17 13:05:43",59.99,22.49
"2014-01-17 13:08:50",95.98,33.98
"2014-01-17 13:12:03",95.98,33.98
"2014-01-17 13:13:51",49.99,19.49
"2014-01-17 13:30:50",49.99,19.49
"2014-01-17 13:56:30",49.99,19.49
"2014-01-17 14:04:55",59.99,22.49
"2014-01-17 14:56:52",59.99,22.49
"2014-01-17 15:02:29",45.99,14.49
"2014-01-17 15:54:39",49.99,19.49
"2014-01-17 15:56:33",59.99,22.49
"2014-01-17 16:03:40",45.99,14.49
"2014-01-17 18:41:39",49.99,19.49
"2014-01-17 18:58:25",109.98,41.98
"2014-01-17 19:02:58",95.98,33.98
"2014-01-17 20:53:34",49.99,19.49
"2014-01-18 05:17:35",95.98,33.98
"2014-01-18 05:35:04",49.99,19.49
"2014-01-18 06:04:38",59.99,22.49
"2014-01-18 06:11:48",49.99,19.49
"2014-01-18 07:11:03",49.99,19.49
"2014-01-18 08:29:45",109.98,41.98
"2014-01-18 08:54:35",49.99,19.49
"2014-01-18 10:04:02",49.99,19.49
"2014-01-18 10:56:56",49.99,19.49
"2014-01-18 11:04:47",49.99,19.49
"2014-01-18 12:27:09",49.99,19.49
"2014-01-18 12:52:53",49.99,19.49
"2014-01-18 14:00:45",45.99,14.49
"2014-01-18 16:43:07",49.99,19.49
"2014-01-18 16:48:12",45.99,14.49
"2014-01-18 18:31:12",95.98,33.98
"2014-01-18 19:05:41",45.99,14.49
"2014-01-18 22:02:06",109.98,41.98
"2014-01-18 23:46:23",49.99,19.49
"2014-01-19 00:41:41",49.99,19.49
"2014-01-19 03:04:06",49.99,19.49
"2014-01-19 03:53:49",49.99,19.49
"2014-01-19 05:38:23",109.98,41.98
"2014-01-19 08:07:44",49.99,19.49
"2014-01-19 08:08:12",49.99,19.49
"2014-01-19 11:14:28",49.99,19.49
"2014-01-19 11:53:41",59.99,22.49
"2014-01-19 12:08:27",49.99,19.49
"2014-01-19 12:18:21",49.99,19.49
"2014-01-19 13:33:16",49.99,19.49
"2014-01-19 17:48:10",49.99,19.49
"2014-01-19 18:38:52",59.99,22.49
"2014-01-19 20:36:53",59.99,22.49
"2014-01-19 21:22:00",49.99,19.49
"2014-01-19 23:13:28",45.99,14.49
"2014-01-19 23:43:12",95.98,33.98
"2014-01-20 00:40:35",59.99,22.49
"2014-01-20 01:16:49",49.99,19.49
"2014-01-20 03:32:25",49.99,19.49
"2014-01-20 04:16:48",59.99,22.49
"2014-01-20 04:51:49",109.98,41.98
"2014-01-20 05:13:55",49.99,19.49
"2014-01-20 05:34:47",59.99,22.49
"2014-01-20 06:47:15",49.99,19.49
"2014-01-20 06:55:39",49.99,19.49
"2014-01-20 08:03:42",49.99,19.49
"2014-01-20 08:26:20",49.99,19.49
"2014-01-20 08:42:15",45.99,14.49
"2014-01-20 09:14:50",59.99,22.49
"2014-01-20 09:36:35",95.98,33.98
"2014-01-20 09:50:00",49.99,19.49
"2014-01-20 10:11:43",95.98,33.98
"2014-01-20 10:19:18",45.99,14.49
"2014-01-20 10:52:06",49.99,19.49
"2014-01-20 10:54:28",49.99,19.49
"2014-01-20 11:21:26",49.99,19.49
"2014-01-20 11:22:31",95.98,33.98
"2014-01-20 11:28:35",105.98,36.98
"2014-01-20 11:55:00",49.99,19.49
"2014-01-20 11:57:36",45.99,14.49
"2014-01-20 12:00:07",109.98,41.98
"2014-01-20 12:09:23",59.99,22.49
"2014-01-20 12:24:19",49.99,19.49
"2014-01-20 12:35:31",49.99,19.49
"2014-01-20 13:03:49",95.98,33.98
"2014-01-20 13:10:47",59.99,22.49
"2014-01-20 13:26:53",95.98,33.98
"2014-01-20 13:29:54",95.98,33.98
"2014-01-20 14:08:18",49.99,19.49
"2014-01-20 14:14:06",49.99,19.49
"2014-01-20 14:31:17",49.99,19.49
"2014-01-20 15:00:36",49.99,19.49
"2014-01-20 20:07:18",49.99,19.49
"2014-01-21 00:28:30",49.99,19.49
"2014-01-21 00:32:50",49.99,19.49
"2014-01-21 01:17:09",49.99,19.49
"2014-01-21 02:01:59",49.99,19.49
"2014-01-21 03:38:17",49.99,19.49
"2014-01-21 05:31:23",49.99,19.49
"2014-01-21 05:50:24",45.99,14.49
"2014-01-21 06:10:14",49.99,19.49
"2014-01-21 06:52:28",49.99,19.49
"2014-01-21 07:27:29",49.99,19.49
"2014-01-21 07:41:54",49.99,19.49
"2014-01-21 08:37:12",49.99,19.49
"2014-01-21 08:59:44",59.99,22.49
"2014-01-21 09:26:26",49.99,19.49
"2014-01-21 09:33:00",49.99,19.49
"2014-01-21 09:36:33",109.98,41.98
"2014-01-21 09:48:31",95.98,33.98
"2014-01-21 09:53:15",49.99,19.49
"2014-01-21 09:59:07",45.99,14.49
"2014-01-21 10:30:13",95.98,33.98
"2014-01-21 11:24:24",95.98,33.98
"2014-01-21 11:26:52",109.98,41.98
"2014-01-21 11:32:59",45.99,14.49
"2014-01-21 11:42:32",49.99,19.49
"2014-01-21 12:01:08",49.99,19.49
"2014-01-21 12:28:39",49.99,19.49
"2014-01-21 13:03:43",49.99,19.49
"2014-01-21 13:17:17",49.99,19.49
"2014-01-21 14:07:16",49.99,19.49
"2014-01-21 15:02:23",45.99,14.49
"2014-01-21 15:04:10",95.98,33.98
"2014-01-21 15:10:39",59.99,22.49
"2014-01-21 15:11:34",49.99,19.49
"2014-01-21 16:02:04",49.99,19.49
"2014-01-21 16:18:28",45.99,14.49
"2014-01-21 16:18:51",49.99,19.49
"2014-01-21 16:34:23",49.99,19.49
"2014-01-21 17:07:26",109.98,41.98
"2014-01-21 17:24:51",45.99,14.49
"2014-01-21 17:31:59",49.99,19.49
"2014-01-21 18:15:41",49.99,19.49
"2014-01-21 19:18:10",49.99,19.49
"2014-01-21 19:27:23",49.99,19.49
"2014-01-21 20:01:50",49.99,19.49
"2014-01-21 21:01:06",95.98,33.98
"2014-01-21 22:09:19",95.98,33.98
"2014-01-22 02:41:24",49.99,19.49
"2014-01-22 02:57:11",49.99,19.49
"2014-01-22 04:26:16",49.99,19.49
"2014-01-22 05:14:17",59.99,22.49
"2014-01-22 06:06:49",49.99,19.49
"2014-01-22 06:36:41",49.99,19.49
"2014-01-22 06:40:48",49.99,19.49
"2014-01-22 06:50:41",109.98,41.98
"2014-01-22 07:35:15",45.99,14.49
"2014-01-22 07:37:26",49.99,19.49
"2014-01-22 07:59:17",49.99,19.49
"2014-01-22 08:06:16",59.99,22.49
"2014-01-22 08:45:26",59.99,22.49
"2014-01-22 08:59:28",49.99,19.49
"2014-01-22 09:26:54",49.99,19.49
"2014-01-22 09:27:41",49.99,19.49
"2014-01-22 09:55:21",49.99,19.49
"2014-01-22 10:29:13",49.99,19.49
"2014-01-22 10:41:26",49.99,19.49
"2014-01-22 11:04:59",95.98,33.98
