created_at,website_session_id,pageview_url,billing_price,billing_2_price
"2012-04-01 15:33:26",1939,/billing,49.99,NULL
"2012-04-01 16:26:19",1944,/billing,49.99,NULL
"2012-04-02 09:07:48",2036,/billing,49.99,NULL
"2012-04-02 14:32:15",2089,/billing,49.99,NULL
"2012-04-02 15:17:42",2102,/billing,49.99,NULL
"2012-04-02 16:36:27",2115,/billing,49.99,NULL
"2012-04-03 08:29:20",2210,/billing,49.99,NULL
"2012-04-03 09:53:36",2231,/billing,49.99,NULL
"2012-04-03 13:03:48",2262,/billing,49.99,NULL
"2012-04-03 14:31:50",2291,/billing,49.99,NULL
"2012-04-03 14:36:02",2295,/billing,49.99,NULL
"2012-04-03 17:09:43",2325,/billing,49.99,NULL
"2012-04-04 05:47:38",2392,/billing,49.99,NULL
"2012-04-04 09:13:55",2422,/billing,49.99,NULL
"2012-04-04 09:34:52",2431,/billing,49.99,NULL
"2012-04-04 16:21:44",2514,/billing,49.99,NULL
"2012-04-04 17:00:06",2522,/billing,49.99,NULL
"2012-04-05 08:34:00",2624,/billing,49.99,NULL
"2012-04-05 11:15:34",2668,/billing,49.99,NULL
"2012-04-05 18:11:27",2770,/billing,49.99,NULL
"2012-04-06 02:04:23",2810,/billing,49.99,NULL
"2012-04-06 10:16:39",2879,/billing,49.99,NULL
"2012-04-06 15:13:09",2942,/billing,49.99,NULL
"2012-04-06 20:48:48",2982,/billing,49.99,NULL
"2012-04-07 02:47:20",3000,/billing,49.99,NULL
"2012-04-07 14:15:03",3040,/billing,49.99,NULL
"2012-04-07 14:55:38",3044,/billing,49.99,NULL
"2012-04-08 00:25:16",3077,/billing,49.99,NULL
"2012-04-08 03:52:53",3082,/billing,49.99,NULL
"2012-04-08 18:50:48",3137,/billing,49.99,NULL
"2012-04-08 19:10:18",3139,/billing,49.99,NULL
"2012-04-08 20:33:08",3147,/billing,49.99,NULL
"2012-04-09 07:49:50",3189,/billing,49.99,NULL
"2012-04-09 07:50:14",3188,/billing,49.99,NULL
"2012-04-09 09:25:30",3208,/billing,49.99,NULL
"2012-04-09 13:01:23",3247,/billing,49.99,NULL
"2012-04-09 17:48:47",3295,/billing,49.99,NULL
"2012-04-09 18:28:57",3299,/billing,49.99,NULL
"2012-04-09 20:56:37",3318,/billing,49.99,NULL
"2012-04-09 21:25:30",3322,/billing,49.99,NULL
"2012-04-10 12:21:17",3421,/billing,49.99,NULL
"2012-04-10 14:40:18",3446,/billing,49.99,NULL
"2012-04-10 20:27:09",3496,/billing,49.99,NULL
"2012-04-11 12:13:17",3604,/billing,49.99,NULL
"2012-04-11 13:22:47",3618,/billing,49.99,NULL
"2012-04-11 14:38:56",3642,/billing,49.99,NULL
"2012-04-11 18:19:28",3683,/billing,49.99,NULL
"2012-04-11 19:59:27",3689,/billing,49.99,NULL
"2012-04-12 08:03:06",3746,/billing,49.99,NULL
"2012-04-12 08:51:25",3765,/billing,49.99,NULL
"2012-04-12 11:30:14",3789,/billing,49.99,NULL
"2012-04-12 13:50:47",3807,/billing,49.99,NULL
"2012-04-13 00:13:16",3873,/billing,49.99,NULL
"2012-04-13 12:53:49",3947,/billing,49.99,NULL
"2012-04-14 21:26:48",4100,/billing,49.99,NULL
"2012-04-15 07:00:37",4119,/billing,49.99,NULL
"2012-04-15 11:20:39",4130,/billing,49.99,NULL
"2012-04-15 13:10:58",4136,/billing,49.99,NULL
"2012-04-15 14:36:31",4140,/billing,49.99,NULL
"2012-04-16 11:22:52",4224,/billing,49.99,NULL
"2012-04-16 12:54:24",4232,/billing,49.99,NULL
"2012-04-16 13:03:23",4235,/billing,49.99,NULL
"2012-04-16 15:59:57",4249,/billing,49.99,NULL
"2012-04-16 17:33:33",4258,/billing,49.99,NULL
"2012-04-17 17:20:42",4372,/billing,49.99,NULL
"2012-04-18 08:28:38",4420,/billing,49.99,NULL
"2012-04-18 10:10:33",4437,/billing,49.99,NULL
"2012-04-18 16:51:07",4490,/billing,49.99,NULL
"2012-04-18 17:59:44",4501,/billing,49.99,NULL
"2012-04-19 05:42:08",4531,/billing,49.99,NULL
"2012-04-19 11:21:03",4559,/billing,49.99,NULL
"2012-04-19 12:19:40",4566,/billing,49.99,NULL
"2012-04-19 12:20:15",4567,/billing,49.99,NULL
"2012-04-19 17:02:48",4605,/billing,49.99,NULL
"2012-04-19 19:50:45",4620,/billing,49.99,NULL
"2012-04-20 12:02:15",4685,/billing,49.99,NULL
"2012-04-21 15:39:59",4770,/billing,49.99,NULL
"2012-04-22 09:01:02",4801,/billing,49.99,NULL
"2012-04-22 14:58:22",4815,/billing,49.99,NULL
"2012-04-22 19:22:31",4828,/billing,49.99,NULL
"2012-04-23 09:07:52",4878,/billing,49.99,NULL
"2012-04-23 09:27:53",4881,/billing,49.99,NULL
"2012-04-23 10:31:17",4889,/billing,49.99,NULL
"2012-04-23 15:12:15",4923,/billing,49.99,NULL
"2012-04-23 18:59:07",4943,/billing,49.99,NULL
"2012-04-23 20:39:58",4951,/billing,49.99,NULL
"2012-04-23 20:57:17",4952,/billing,49.99,NULL
"2012-04-24 17:22:17",5054,/billing,49.99,NULL
"2012-04-24 21:13:26",5065,/billing,49.99,NULL
"2012-04-25 19:05:32",5151,/billing,49.99,NULL
"2012-04-26 13:35:59",5252,/billing,49.99,NULL
"2012-04-26 15:43:19",5270,/billing,49.99,NULL
"2012-04-26 20:22:55",5292,/billing,49.99,NULL
"2012-04-26 23:22:32",5297,/billing,49.99,NULL
"2012-04-27 17:42:18",5386,/billing,49.99,NULL
"2012-04-29 14:58:56",5458,/billing,49.99,NULL
"2012-04-30 10:14:59",5538,/billing,49.99,NULL
"2012-05-01 01:50:09",5619,/billing,49.99,NULL
"2012-05-01 08:34:08",5650,/billing,49.99,NULL
"2012-05-01 09:20:19",5654,/billing,49.99,NULL
"2012-05-01 10:10:41",5663,/billing,49.99,NULL
"2012-05-01 14:25:31",5705,/billing,49.99,NULL
"2012-05-02 09:50:21",5820,/billing,49.99,NULL
"2012-05-02 10:56:44",5830,/billing,49.99,NULL
"2012-05-02 15:15:10",5870,/billing,49.99,NULL
"2012-05-02 15:24:00",5873,/billing,49.99,NULL
"2012-05-03 07:03:53",5925,/billing,49.99,NULL
"2012-05-03 07:40:22",5927,/billing,49.99,NULL
"2012-05-03 13:19:38",5976,/billing,49.99,NULL
"2012-05-03 14:24:32",5987,/billing,49.99,NULL
"2012-05-03 21:52:58",6017,/billing,49.99,NULL
"2012-05-04 03:22:36",6036,/billing,49.99,NULL
"2012-05-04 08:24:35",6056,/billing,49.99,NULL
"2012-05-04 14:56:05",6123,/billing,49.99,NULL
"2012-05-08 13:59:05",6481,/billing,49.99,NULL
"2012-05-08 14:18:21",6487,/billing,49.99,NULL
"2012-05-08 23:00:09",6536,/billing,49.99,NULL
"2012-05-08 23:40:07",6539,/billing,49.99,NULL
"2012-05-09 07:04:41",6562,/billing,49.99,NULL
"2012-05-09 08:16:50",6571,/billing,49.99,NULL
"2012-05-09 11:36:25",6603,/billing,49.99,NULL
"2012-05-09 12:59:36",6614,/billing,49.99,NULL
"2012-05-09 15:01:21",6629,/billing,49.99,NULL
"2012-05-09 15:41:14",6637,/billing,49.99,NULL
"2012-05-10 07:54:16",6692,/billing,49.99,NULL
"2012-05-10 16:45:17",6765,/billing,49.99,NULL
"2012-05-10 19:29:58",6781,/billing,49.99,NULL
"2012-05-11 09:10:14",6836,/billing,49.99,NULL
"2012-05-11 13:06:01",6889,/billing,49.99,NULL
"2012-05-11 19:20:08",6927,/billing,49.99,NULL
"2012-05-12 18:44:15",6993,/billing,49.99,NULL
"2012-05-13 06:21:23",7018,/billing,49.99,NULL
"2012-05-13 13:56:25",7035,/billing,49.99,NULL
"2012-05-13 15:04:33",7042,/billing,49.99,NULL
"2012-05-14 16:33:40",7140,/billing,49.99,NULL
"2012-05-14 16:51:18",7144,/billing,49.99,NULL
"2012-05-15 01:20:44",7175,/billing,49.99,NULL
"2012-05-15 03:20:02",7178,/billing,49.99,NULL
"2012-05-15 03:28:05",7179,/billing,49.99,NULL
"2012-05-15 06:13:34",7188,/billing,49.99,NULL
"2012-05-15 06:56:05",7191,/billing,49.99,NULL
"2012-05-15 13:06:45",7240,/billing,49.99,NULL
"2012-05-15 13:29:52",7245,/billing,49.99,NULL
"2012-05-15 15:26:16",7263,/billing,49.99,NULL
"2012-05-16 03:07:43",7311,/billing,49.99,NULL
"2012-05-16 03:33:50",7312,/billing,49.99,NULL
"2012-05-16 22:34:13",7421,/billing,49.99,NULL
"2012-05-17 14:23:20",7507,/billing,49.99,NULL
"2012-05-17 17:33:38",7528,/billing,49.99,NULL
"2012-05-18 08:29:28",7577,/billing,49.99,NULL
"2012-05-18 09:38:07",7590,/billing,49.99,NULL
"2012-05-18 11:43:00",7597,/billing,49.99,NULL
"2012-05-18 12:24:34",7604,/billing,49.99,NULL
"2012-05-19 01:45:52",7663,/billing,49.99,NULL
"2012-05-19 22:54:14",7710,/billing,49.99,NULL
"2012-05-20 07:53:49",7734,/billing,49.99,NULL
"2012-05-20 20:54:22",7787,/billing,49.99,NULL
"2012-05-20 21:15:35",7792,/billing,49.99,NULL
"2012-05-20 21:36:57",7795,/billing,49.99,NULL
"2012-05-21 03:26:35",7820,/billing,49.99,NULL
"2012-05-21 09:52:18",7864,/billing,49.99,NULL
"2012-05-21 14:48:12",7906,/billing,49.99,NULL
"2012-05-21 20:15:20",7947,/billing,49.99,NULL
"2012-05-22 03:15:47",7973,/billing,49.99,NULL
"2012-05-22 04:15:19",7978,/billing,49.99,NULL
"2012-05-22 09:40:48",8001,/billing,49.99,NULL
"2012-05-22 11:00:49",8011,/billing,49.99,NULL
"2012-05-22 14:53:01",8060,/billing,49.99,NULL
"2012-05-23 01:29:12",8130,/billing,49.99,NULL
"2012-05-23 20:13:43",8265,/billing,49.99,NULL
"2012-05-23 21:24:06",8272,/billing,49.99,NULL
"2012-05-24 17:34:52",8435,/billing,49.99,NULL
"2012-05-24 18:47:20",8447,/billing,49.99,NULL
"2012-05-25 02:56:43",8479,/billing,49.99,NULL
"2012-05-25 03:03:31",8480,/billing,49.99,NULL
"2012-05-25 09:32:25",8519,/billing,49.99,NULL
"2012-05-25 12:34:54",8543,/billing,49.99,NULL
"2012-05-25 12:47:19",8546,/billing,49.99,NULL
"2012-05-25 14:22:45",8569,/billing,49.99,NULL
"2012-05-26 11:48:44",8642,/billing,49.99,NULL
"2012-05-26 12:12:31",8643,/billing,49.99,NULL
"2012-05-26 15:15:58",8656,/billing,49.99,NULL
"2012-05-27 07:35:20",8694,/billing,49.99,NULL
"2012-05-27 21:20:09",8738,/billing,49.99,NULL
"2012-05-27 23:00:08",8748,/billing,49.99,NULL
"2012-05-28 04:32:53",8766,/billing,49.99,NULL
"2012-05-28 13:16:53",8810,/billing,49.99,NULL
"2012-05-29 04:08:15",8874,/billing,49.99,NULL
"2012-05-29 08:25:35",8903,/billing,49.99,NULL
"2012-05-29 08:28:05",8905,/billing,49.99,NULL
"2012-05-29 09:52:28",8921,/billing,49.99,NULL
"2012-05-29 13:26:24",8953,/billing,49.99,NULL
"2012-05-29 14:36:43",8963,/billing,49.99,NULL
"2012-05-29 15:05:01",8971,/billing,49.99,NULL
"2012-05-29 21:52:45",9020,/billing,49.99,NULL
"2012-05-30 01:09:09",9032,/billing,49.99,NULL
"2012-05-30 05:56:12",9042,/billing,49.99,NULL
"2012-05-30 10:03:14",9073,/billing,49.99,NULL
"2012-05-30 18:49:37",9166,/billing,49.99,NULL
"2012-05-30 21:02:24",9176,/billing,49.99,NULL
"2012-05-31 03:33:03",9193,/billing,49.99,NULL
"2012-05-31 07:04:38",9216,/billing,49.99,NULL
"2012-05-31 09:07:52",9240,/billing,49.99,NULL
"2012-05-31 14:48:56",9294,/billing,49.99,NULL
"2012-05-31 21:09:54",9342,/billing,49.99,NULL
"2012-06-01 04:22:07",9363,/billing,49.99,NULL
"2012-06-01 10:48:56",9412,/billing,49.99,NULL
"2012-06-01 10:57:29",9413,/billing,49.99,NULL
"2012-06-01 12:22:14",9428,/billing,49.99,NULL
"2012-06-01 16:27:57",9460,/billing,49.99,NULL
"2012-06-01 18:13:43",9467,/billing,49.99,NULL
"2012-06-02 11:04:20",9514,/billing,49.99,NULL
"2012-06-02 21:36:33",9547,/billing,49.99,NULL
"2012-06-03 05:08:32",9562,/billing,49.99,NULL
"2012-06-03 08:20:20",9568,/billing,49.99,NULL
"2012-06-03 15:07:33",9590,/billing,49.99,NULL
"2012-06-03 16:13:27",9592,/billing,49.99,NULL
"2012-06-03 23:52:42",9617,/billing,49.99,NULL
"2012-06-04 16:54:32",9735,/billing,49.99,NULL
"2012-06-04 22:05:08",9765,/billing,49.99,NULL
"2012-06-04 22:43:45",9769,/billing,49.99,NULL
"2012-06-05 01:25:52",9779,/billing,49.99,NULL
"2012-06-05 09:58:32",9819,/billing,49.99,NULL
"2012-06-05 12:05:13",9849,/billing,49.99,NULL
"2012-06-05 23:28:55",9915,/billing,49.99,NULL
"2012-06-06 06:14:09",9932,/billing,49.99,NULL
"2012-06-06 07:43:17",9942,/billing,49.99,NULL
"2012-06-06 08:54:47",9954,/billing,49.99,NULL
"2012-06-06 11:05:33",9989,/billing,49.99,NULL
"2012-06-06 14:36:33",10020,/billing,49.99,NULL
"2012-06-06 15:40:07",10033,/billing,49.99,NULL
"2012-06-06 16:13:18",10041,/billing,49.99,NULL
"2012-06-07 04:41:57",10105,/billing,49.99,NULL
"2012-06-07 07:31:47",10122,/billing,49.99,NULL
"2012-06-07 09:52:01",10151,/billing,49.99,NULL
"2012-06-07 10:51:42",10167,/billing,49.99,NULL
"2012-06-07 11:34:27",10177,/billing,49.99,NULL
"2012-06-07 18:46:55",10244,/billing,49.99,NULL
"2012-06-07 22:03:33",10265,/billing,49.99,NULL
"2012-06-07 23:47:40",10269,/billing,49.99,NULL
"2012-06-08 04:25:01",10277,/billing,49.99,NULL
"2012-06-08 07:11:42",10291,/billing,49.99,NULL
"2012-06-08 08:07:24",10300,/billing,49.99,NULL
"2012-06-08 11:58:12",10335,/billing,49.99,NULL
"2012-06-09 01:07:43",10411,/billing,49.99,NULL
"2012-06-09 12:35:34",10442,/billing,49.99,NULL
"2012-06-09 21:54:32",10468,/billing,49.99,NULL
"2012-06-10 16:55:21",10517,/billing,49.99,NULL
"2012-06-10 17:48:05",10518,/billing,49.99,NULL
"2012-06-10 19:39:55",10526,/billing,49.99,NULL
"2012-06-11 07:36:20",10575,/billing,49.99,NULL
"2012-06-11 08:54:00",10591,/billing,49.99,NULL
"2012-06-11 09:01:26",10600,/billing,49.99,NULL
"2012-06-11 09:47:49",10605,/billing,49.99,NULL
"2012-06-11 16:56:38",10674,/billing,49.99,NULL
"2012-06-12 00:14:58",10719,/billing,49.99,NULL
"2012-06-12 02:20:51",10721,/billing,49.99,NULL
"2012-06-12 09:24:59",10752,/billing,49.99,NULL
"2012-06-12 12:26:12",10787,/billing,49.99,NULL
"2012-06-12 17:17:57",10837,/billing,49.99,NULL
"2012-06-13 04:04:27",10886,/billing,49.99,NULL
"2012-06-13 08:37:39",10918,/billing,49.99,NULL
"2012-06-13 08:58:10",10922,/billing,49.99,NULL
"2012-06-13 09:16:36",10927,/billing,49.99,NULL
"2012-06-13 09:20:33",10926,/billing,49.99,NULL
"2012-06-13 09:50:45",10937,/billing,49.99,NULL
"2012-06-13 10:29:01",10946,/billing,49.99,NULL
"2012-06-13 12:02:27",10971,/billing,49.99,NULL
"2012-06-13 13:21:05",10985,/billing,49.99,NULL
"2012-06-13 15:09:12",11007,/billing,49.99,NULL
"2012-06-14 12:26:25",11154,/billing,49.99,NULL
"2012-06-15 11:58:14",11322,/billing,49.99,NULL
"2012-06-15 21:13:12",11386,/billing,49.99,NULL
"2012-06-15 22:01:59",11389,/billing,49.99,NULL
"2012-06-16 01:33:59",11397,/billing,49.99,NULL
"2012-06-16 10:01:25",11418,/billing,49.99,NULL
"2012-06-17 13:38:35",11502,/billing,49.99,NULL
"2012-06-17 17:48:58",11520,/billing,49.99,NULL
"2012-06-17 20:07:17",11530,/billing,49.99,NULL
"2012-06-17 20:28:00",11531,/billing,49.99,NULL
"2012-06-17 22:56:42",11543,/billing,49.99,NULL
"2012-06-18 11:34:15",11616,/billing,49.99,NULL
"2012-06-18 12:05:16",11618,/billing,49.99,NULL
"2012-06-18 13:11:43",11629,/billing,49.99,NULL
"2012-06-18 16:59:55",11657,/billing,49.99,NULL
"2012-06-18 19:48:03",11670,/billing,49.99,NULL
"2012-06-18 20:57:16",11677,/billing,49.99,NULL
"2012-06-19 09:32:52",11729,/billing,49.99,NULL
"2012-06-19 10:18:16",11739,/billing,49.99,NULL
"2012-06-19 11:30:33",11756,/billing,49.99,NULL
"2012-06-19 11:52:26",11762,/billing,49.99,NULL
"2012-06-19 14:48:25",11801,/billing,49.99,NULL
"2012-06-19 18:11:05",11835,/billing,49.99,NULL
"2012-06-20 09:33:35",11917,/billing,49.99,NULL
"2012-06-20 11:50:01",11946,/billing,49.99,NULL
"2012-06-20 12:47:06",11957,/billing,49.99,NULL
"2012-06-20 14:00:38",11971,/billing,49.99,NULL
"2012-06-20 15:08:38",11985,/billing,49.99,NULL
"2012-06-20 20:54:44",12028,/billing,49.99,NULL
"2012-06-21 02:58:24",12047,/billing,49.99,NULL
"2012-06-21 06:15:41",12065,/billing,49.99,NULL
"2012-06-21 09:10:30",12086,/billing,49.99,NULL
"2012-06-21 14:25:33",12141,/billing,49.99,NULL
"2012-06-21 17:59:44",12168,/billing,49.99,NULL
"2012-06-22 06:41:18",12216,/billing,49.99,NULL
"2012-06-22 09:36:44",12243,/billing,49.99,NULL
"2012-06-22 12:33:43",12284,/billing,49.99,NULL
"2012-06-22 16:49:05",12321,/billing,49.99,NULL
"2012-06-22 17:33:16",12329,/billing,49.99,NULL
"2012-06-23 10:06:08",12388,/billing,49.99,NULL
"2012-06-23 11:40:12",12394,/billing,49.99,NULL
"2012-06-23 14:36:18",12408,/billing,49.99,NULL
"2012-06-23 20:43:23",12424,/billing,49.99,NULL
"2012-06-24 20:23:27",12478,/billing,49.99,NULL
"2012-06-24 20:31:20",12479,/billing,49.99,NULL
"2012-06-25 05:54:20",12509,/billing,49.99,NULL
"2012-06-25 13:26:00",12568,/billing,49.99,NULL
"2012-06-25 14:15:11",12579,/billing,49.99,NULL
"2012-06-25 17:33:29",12604,/billing,49.99,NULL
"2012-06-25 17:54:22",12605,/billing,49.99,NULL
"2012-06-26 09:55:47",12672,/billing,49.99,NULL
"2012-06-26 13:30:33",12699,/billing,49.99,NULL
"2012-06-26 14:06:17",12708,/billing,49.99,NULL
"2012-06-26 16:57:33",12738,/billing,49.99,NULL
"2012-06-26 19:13:49",12760,/billing,49.99,NULL
"2012-06-27 06:32:24",12807,/billing,49.99,NULL
"2012-06-27 06:47:31",12809,/billing,49.99,NULL
"2012-06-27 09:00:53",12831,/billing,49.99,NULL
"2012-06-27 09:54:28",12837,/billing,49.99,NULL
"2012-06-27 15:25:39",12912,/billing,49.99,NULL
"2012-06-27 17:31:05",12927,/billing,49.99,NULL
"2012-06-28 08:23:55",12988,/billing,49.99,NULL
"2012-06-28 11:40:38",13016,/billing,49.99,NULL
"2012-06-28 14:39:38",13046,/billing,49.99,NULL
"2012-06-28 17:34:15",13073,/billing,49.99,NULL
"2012-06-28 18:48:11",13081,/billing,49.99,NULL
"2012-06-28 18:56:06",13083,/billing,49.99,NULL
"2012-06-28 20:09:09",13089,/billing,49.99,NULL
"2012-06-28 20:24:39",13093,/billing,49.99,NULL
"2012-06-28 20:31:35",13094,/billing,49.99,NULL
"2012-06-29 14:09:23",13194,/billing,49.99,NULL
"2012-06-29 16:43:37",13221,/billing,49.99,NULL
"2012-06-30 13:17:20",13285,/billing,49.99,NULL
"2012-06-30 13:36:55",13287,/billing,49.99,NULL
"2012-06-30 17:50:24",13297,/billing,49.99,NULL
"2012-07-01 02:39:15",13319,/billing,49.99,NULL
"2012-07-02 11:24:53",13460,/billing,49.99,NULL
"2012-07-02 14:45:36",13494,/billing,49.99,NULL
"2012-07-02 15:54:02",13510,/billing,49.99,NULL
"2012-07-03 06:18:59",13571,/billing,49.99,NULL
"2012-07-03 08:42:14",13591,/billing,49.99,NULL
"2012-07-03 14:47:31",13663,/billing,49.99,NULL
"2012-07-03 17:10:49",13694,/billing,49.99,NULL
"2012-07-04 03:03:48",13726,/billing,49.99,NULL
"2012-07-04 08:01:15",13745,/billing,49.99,NULL
"2012-07-04 08:47:55",13752,/billing,49.99,NULL
"2012-07-04 09:06:26",13754,/billing,49.99,NULL
"2012-07-04 12:43:10",13782,/billing,49.99,NULL
"2012-07-04 16:29:11",13812,/billing,49.99,NULL
"2012-07-04 22:47:21",13843,/billing,49.99,NULL
"2012-07-05 02:47:21",13857,/billing,49.99,NULL
"2012-07-05 07:59:09",13880,/billing,49.99,NULL
"2012-07-05 09:14:31",13891,/billing,49.99,NULL
"2012-07-05 14:37:59",13949,/billing,49.99,NULL
"2012-07-05 17:49:47",13975,/billing,49.99,NULL
"2012-07-05 18:41:36",13981,/billing,49.99,NULL
"2012-07-06 09:27:19",14062,/billing,49.99,NULL
"2012-07-06 12:55:59",14098,/billing,49.99,NULL
"2012-07-06 16:26:30",14124,/billing,49.99,NULL
"2012-07-06 17:31:49",14129,/billing,49.99,NULL
"2012-07-06 21:22:36",14147,/billing,49.99,NULL
"2012-07-07 01:59:22",14157,/billing,49.99,NULL
"2012-07-07 09:23:00",14170,/billing,49.99,NULL
"2012-07-07 13:54:15",14186,/billing,49.99,NULL
"2012-07-07 15:04:54",14195,/billing,49.99,NULL
"2012-07-07 23:02:03",14205,/billing,49.99,NULL
"2012-07-08 07:24:08",14219,/billing,49.99,NULL
"2012-07-08 23:52:21",14289,/billing,49.99,NULL
"2012-07-09 07:42:21",14307,/billing,49.99,NULL
"2012-07-09 11:16:10",14346,/billing,49.99,NULL
"2012-07-09 11:45:45",14357,/billing,49.99,NULL
"2012-07-09 11:49:41",14354,/billing,49.99,NULL
"2012-07-09 13:11:16",14377,/billing,49.99,NULL
"2012-07-09 14:22:11",14383,/billing,49.99,NULL
"2012-07-10 08:05:45",14460,/billing,49.99,NULL
"2012-07-10 08:29:22",14462,/billing,49.99,NULL
"2012-07-10 09:39:32",14476,/billing,49.99,NULL
"2012-07-10 16:36:11",14550,/billing,49.99,NULL
"2012-07-10 18:15:01",14564,/billing,49.99,NULL
"2012-07-10 19:09:44",14567,/billing,49.99,NULL
"2012-07-11 03:50:22",14604,/billing,49.99,NULL
"2012-07-11 07:23:53",14623,/billing,49.99,NULL
"2012-07-11 10:21:30",14657,/billing,49.99,NULL
"2012-07-11 10:52:47",14663,/billing,49.99,NULL
"2012-07-11 11:24:17",14671,/billing,49.99,NULL
"2012-07-11 11:47:21",14678,/billing,49.99,NULL
"2012-07-11 11:48:14",14679,/billing,49.99,NULL
"2012-07-11 13:06:13",14688,/billing,49.99,NULL
"2012-07-11 14:03:49",14698,/billing,49.99,NULL
"2012-07-12 14:32:46",14865,/billing,49.99,NULL
"2012-07-12 17:04:07",14889,/billing,49.99,NULL
"2012-07-12 17:52:36",14895,/billing,49.99,NULL
"2012-07-12 21:48:07",14918,/billing,49.99,NULL
"2012-07-13 06:10:50",14943,/billing,49.99,NULL
"2012-07-13 08:41:18",14960,/billing,49.99,NULL
"2012-07-13 11:03:58",14979,/billing,49.99,NULL
"2012-07-13 21:45:01",15051,/billing,49.99,NULL
"2012-07-14 00:51:53",15056,/billing,49.99,NULL
"2012-07-14 10:53:11",15094,/billing,49.99,NULL
"2012-07-14 12:57:16",15102,/billing,49.99,NULL
"2012-07-14 13:30:54",15103,/billing,49.99,NULL
"2012-07-14 23:38:13",15134,/billing,49.99,NULL
"2012-07-15 08:16:15",15153,/billing,49.99,NULL
"2012-07-15 10:04:18",15156,/billing,49.99,NULL
"2012-07-15 12:13:43",15173,/billing,49.99,NULL
"2012-07-15 17:03:48",15188,/billing,49.99,NULL
"2012-07-15 17:50:21",15194,/billing,49.99,NULL
"2012-07-16 08:46:43",15263,/billing,49.99,NULL
"2012-07-16 09:31:07",15269,/billing,49.99,NULL
